article,corpus,target,label
"A bright light phenomenon was observed in the Eastern Finland
    on April 21. At 00.25 UT two people saw a bright, luminous
    pillar-shaped phenomenon in the low eastern horizont near
    Mikkeli. The head of the pillar was circular. The lower part
    was a little winding. It was like a monster they told. They
    were little frightened. Soon the yellowish pillar became
    enlarged. A bright spot like the Sun was appeared in the middle
    of the phenomenon. At last the light landed behind the nearby
    forest. Now there was only luminous trails in the sky which were
    visible till morning sunrise.

    The same phenomenon was observed also by Jaakko Kokkonen in
    Lappeenranta. At 00.26 UT he saw a luminous yellowish trail in
    the low northeastern horizont. The altitude of the trail was
    only about 3-4 degrees. Soon the trail began to grow taller.
    A loop was appeared in the head of the trail. It was like a
    spoon. This lasted only 10 seconds. Now the altitude was about
    five degress above horizont. He noted a bright spot at the
    upper stage of loop. The spot was at magnitude -2. The loop
    became enlarged and the spot was now visible in the middle of
    the loop. A cartwheel-shaped trail was appeared round the bright
    spot. After a minute the spot disappeared and only fuzzy trails
    were only visible in the low horizont. Luminous trails were still
    visible at 01.45 UT in the morning sky.

    The phenomenon was caused by a Russian rocket. I don't know if
    there were satellite launches in Plesetsk Cosmodrome near
    Arkhangelsk, but this may be a rocket experiment too. Since 1969
    we have observed over 80 rocket phenomena in Finland. Most of
    these are rocket experiments (military missile tests?), barium
    experiments and other chemical releases. During these years we
    have observed 17 satellite launches.

    Leo Wikholm",bright light phenomenon observe eastern finland april 21 0025 ut two people see bright luminous pillarshape phenomenon low eastern horizont near mikkeli head pillar circular low part little winding like monster tell little frightened soon yellowish pillar become enlarge bright spot like sun appear middle phenomenon last light land behind nearby forest luminous trail sky visible till morning sunrise phenomenon observe also jaakko kokkonen lappeenranta 0026 ut see luminous yellowish trail low northeastern horizont altitude trail 34 degree soon trail begin grow tall loop appear head trail like spoon last 10 second altitude five degress horizont note bright spot upper stage loop spot magnitude 2 loop become enlarged spot visible middle loop cartwheelshape trail appear round bright spot minute spot disappear fuzzy trail visible low horizont luminous trail still visible 0145 ut morning sky phenomenon cause russian rocket not know satellite launch plesetsk cosmodrome near arkhangelsk may rocket experiment since 1969 observe 80 rocket phenomena finland rocket experiment military missile test barium experiment chemical release year observe 17 satellite launch leo wikholm,2,sci.space
"Could someone please tell me what the dip switches on the
back of the AST Hot Shot 286 accellerator card do?  I
recently acquired the card and did not get any docs.

any information will be appreciated.
-Rob
-- 
Robert M. Bultman                              |
Speed Scientific School                        |
University of Louisville                       |
Internet: rmbult01@starbase.spd.louisville.edu |",could someone please tell dip switch back ast hot shot 286 accellerator card recently acquire card not get doc information appreciate rob robert bultman speed scientific school university louisville internet rmbult01starbasespdlouisvilleedu,0,comp.sys.ibm.pc.hardware
"I was laughing about the law part.

I've driven thru SOHO...manahattan, _I_ know what' you're talking 'bout...

:^)

Not that Durham, NC is any better...

(well, maybe a little bit anyway, but the NC DOT takes more
money from road taxes and puts it in their own pockets and
into the pockets of the guys building the large condos that
need their own roads than they do back into fixing roads, but
hey, the local paper did a report of this last summer, and 
boy, am I glad I don't work for the DOT, 'cause they got SHAT
on, bigtime....wonder who lost their jobs?  ED?  Got any idea?)

",laugh law part drive thru sohomanahattan know talk bout not durham nc well well maybe little bit anyway nc dot take money road taxis put pocket pocket guy build large condo need road back fix road hey local paper report last summer boy glad not work dot cause get shat bigtimewonder lose job ed get idea,1,rec.motorcycles
"I have the PAS16 / Toshiba 3401 combo and have no problems with it.
",pas16 toshiba 3401 combo problem,0,comp.sys.ibm.pc.hardware
"
The April 13 issue of PC Magazine published benchmarks for the ATI UltraPro
running on both VLB and EISA:

	800x600,16	800x600,256	1024x768,16	1024x768,256",april 13 issue pc magazine publish benchmark ati ultrapro run vlb eisa 800x60016 800x600256 1024x76816 1024x768256,0,comp.sys.ibm.pc.hardware
"
This question comes up frequently enough that there should be a faq
about it...",question come frequently enough faq,2,sci.space
"Yes, it's easy to use. It's just like an ordinary controller.
You don't have to change the bios config.

It's transparent. It works with any drive. If you change the
drive you only need to change the bios config. as usual.

Yes, no problem.

That depends. You will get a little better performance
if you use smartdrive and buffers in addition. That's
because access to the card through the ISA bus is slower
than access to system RAM. I don't use smartdrive myself,
but I have a few buffers.
",yes easy use like ordinary controller not change bio config transparent work drive change drive need change bio config usual yes problem depend get little well performance use smartdrive buffer addition access card isa bus slow access system ram not use smartdrive buffer,0,comp.sys.ibm.pc.hardware
"OK..... thanks to all of you who responded to my post.
here's the ""official"" response from orchid..
Orchid is aware of the problem, the new rev of the board (rev d) SHOULD         (not would) take care of the problem. production was scheduled to start
on april 15, I have no confirmation that production did start on this day
just the word of the tech on the other line.

now the flame......
you would think a company like Orchid who has produced good quality products in the past would be more helpfull and willing to make right on a screwup of theirs. 
very poor tech support (the first 2 times I called I must have spoke with the
janitor because they where talking craziness) the last time I talked to a tech  named ""paul"" and he seemed to have a pretty good idea what was going on.
until these problems are resovled neither myself nor my department will buy
or recommend orchid products.

flame off.....

again thanks to all of you who answered my post.",ok thank respond post official response orchid orchid aware problem new rev board rev not would take care problem production schedule start april 15 confirmation production start day word tech line flame would think company like orchid produce good quality product past would helpfull willing make right screwup poor tech support first 2 time call must speak janitor talk craziness last time talk tech name paul seem pretty good idea go problem resovle neither department buy recommend orchid product flame thank answer post,0,comp.sys.ibm.pc.hardware
"
Whatabout, Schools, Universities, Rich Individuals (around 250 people 
in the UK have more than 10 million dollars each). I reecieved mail
from people who claimed they might get a person into space for $500
per pound. Send a skinny person into space and split the rest of the money
among the ground crew!
Agreed. I volunteer for any UK attempts. But one clause: No launch methods
which are clearly dangerous to the environment (ours or someone else's). No
usage of materials from areas of planetary importance.


Yes: We should *do* this rather than talk about it. Lobby people!
The major problem with the space programmes is all talk/paperwork and
no action!


",whatabout school university rich individual around 250 people uk 10 million dollar reecieve mail people claim might get person space 500 per pound send skinny person space split rest money among ground crew agree volunteer uk attempt one clause launch method clearly dangerous environment someone else usage material area planetary importance yes rather talk lobby people major problem space programme talkpaperwork action,2,sci.space
"Just taken delivery of a 66MHz 486 DX2 machine, and very nice it is too.
One query - the landmark speed when turbo is on is 230 or something MHz
- thats not the problem. The problem is the speed when turbo is off. Its
7 MHz. The equivalent in car terms is having a nice Porsche with a button
that turns it into a skateboard.

Does anyone have a clue as to what determines the relative performance of
turbo vs non-turbo?? I would like to set it to give a landmark speed of
about 30 or 40 MHz with turbo off.

Cheers,
",take delivery 66mhz 486 dx2 machine nice one query landmark speed turbo 230 something mhz that s not problem problem speed turbo 7 mhz equivalent car term nice porsche button turn skateboard anyone clue determine relative performance turbo vs nonturbo would like set give landmark speed 30 40 mhz turbo cheer,0,comp.sys.ibm.pc.hardware
": Well, here goes.  After lurking for a LONG time, I'll announce myself. Yes, I'm
: the enemy. The enemy that also happens to ride an ""arrest me red"" 90 VFR. 

I don't generally consider police officers ""the enemy"".  I hope you don't
think bikers in general have that attitude.  Stereotypes suck either way.

:  I'll entertain questions but my answers will reflect Georgia law and may not   
:  apply in your state.  
:   
:   P.S.  Anyone got a Nomex suit for sale?

You shouldn't get flamed for being a cop.  I can't promise you won't because
there are jerks on this newsgroup same as any other, but if you've been 
lurking for a while you already know that.  You might get lots of flames
if you try to convince people that you know more than them just because you
have a badge.  And of course, you will get a moderate amount of flamage
just for expressing an opinion, no matter what the opinion is *somebody*
will flame you for it.
   So, have you ordered any official DoD paraphenalia yet?  Wristwatch,
bandana, patches?  Tell your boss your going undercover with a real
badass biker gang. :-)",well goes lurk long time announce yes enemy enemy also happen ride arrest red 90 vfr not generally consider police officer enemy hope not think biker general attitude stereotype suck either way entertain question answer reflect georgia law may not apply state ps anyone get nomex suit sale not get flamed cop not promise not jerk newsgroup lurking already know might get lot flame try convince people know badge course get moderate amount flamage express opinion matter opinion somebody flame order official dod paraphenalia yet wristwatch bandana patch tell boss go undercover real badass biker gang,1,rec.motorcycles
"

It also works great to put under your kickstand on those really hot
days when the tar gets really soft.....


================================================================================
                        
Jim ""rags"" Rye                    Senior Technical Support Analyst
86 Harley Davidson                     rye@crayamid.cray.com
                                    Cray Research Inc, Mpls, MN.

""If you're going to do something tonight that you'll be sorry for 
 tomorrow morning, sleep late.""
              -Henny Youngman",also work great put kickstand really hot day tar get really soft jim rag rye senior technical support analyst 86 harley davidson ryecrayamidcraycom cray research inc mpls mn go something tonight sorry tomorrow morning sleep late henny youngman,1,rec.motorcycles
"I just bought an actix graphics engine 32 plus with 2 megs.  

I am not impressed...

I have been having all sorts of problems with the board.  Various lock-ups
in windows, problems with the screen not centering, no flexibilty in choosing
synch rates for a monitor, buggy windows drivers, lack of 1024x768x64k driver,

If anyone else has one of these cards, please e-mail me...

Looks like i'm going to try the ati ultra plus...

",buy actix graphic engine 32 plus 2 meg not impressed sort problem board various lockup window problem screen not center flexibilty choosing synch rate monitor buggy window driver lack 1024x768x64k driver anyone else one card please email look like go try ati ultra plus,0,comp.sys.ibm.pc.hardware
": 
:   No, buy the serial port and modem. Each can be used for other things,
: you can use the modem with your next computer (might not be a PC) or
: upgrade the modem without changing the box. I hear that ISDN is big in
: Europe, you might be able to get one of those beautiful ISDN modems for
: less than the pice of a car someday (64k bidirectional).
: 
: -- 
: bill davidsen, GE Corp. R&D Center; Box 8; Schenectady NY 12345
: 


Unfortunately the curent United States standard on ISDN is 54Kbit..
  :(

but i suppose whats 10Kbit.. 

C.Kup.",buy serial port modem use thing use modem next computer might not pc upgrade modem without change box hear isdn big europe might able get one beautiful isdn modem less pice car someday 64k bidirectional bill davidsen ge corp rd center box 8 schenectady ny 12345 unfortunately curent united state standard isdn 54kbit suppose what s 10kbit ckup,0,comp.sys.ibm.pc.hardware
"
You could, but it would be considerably cheaper to spend $8 or so on
a trickle charger from K-Mart, Venture, or Target, then it would be
to replace the halogen lamp power supply after you fuse it trying to
pump current into the battery...

While charging, the charger should be putting out around 14 or 15 volts
as well...",could would considerably cheap spend 8 trickle charger kmart venture target would replace halogen lamp power supply fuse try pump current battery charge charger put around 14 15 volt well,1,rec.motorcycles
"hello there
ican anyone who has handson experience on riding the Yamaha v-max, pls kindly
comment on its handling .


",hello ican anyone handson experience ride yamaha vmax pls kindly comment handling,1,rec.motorcycles
"The Space Calendar is updated monthly and the latest copy is available
at ames.arc.nasa.gov in the /pub/SPACE/FAQ.  Please send any updates or
corrections to Ron Baalke (baalke@kelvin.jpl.nasa.gov).  Note that launch
dates are subject to change.

     The following person made contributions to this month's calendar:

        o Dennis Newkirk - Soyuz TM-18 Launch Date (Dec 1993).


                          =========================
                               SPACE CALENDAR
                               April 27, 1993
                          =========================

* indicates change from last month's calendar

April 1993
* Apr 29 - Astra 1C Ariane Launch

May 1993
  May ?? - Advanced Photovoltaic Electronics Experiment (APEX) Pegasus Launch
  May ?? - Radcal Scout Launch
  May ?? - GPS/PMQ Delta II Launch
* May ?? - Commercial Experiment Transporter (COMET) Conestoga Launch
* May 01 - Astronomy Day
* May 01-2 - Iapetus/Saturn Eclipse
  May 04 - Galileo Enters Asteroid Belt Again
  May 04 - Eta Aquarid Meteor Shower (Maximum: 21:00 UT, Solar Lon: 44.5 deg)
* May 13 - Air Force Titan 4 Launch
* May 18 - STS-57, Endeavour, European Retrievable Carrier (EURECA-1R)
* May 20 - 15th Anniversary, Pioneer Venus Orbiter Launch
  May 21 - Partial Solar Eclipse, Visible from North America & Northern Europe
  May 25 - Magellan, Aerobraking Begins

June 1993
  Jun ?? - Temisat Meteor 2 Launch
  Jun ?? - UHF-2 Atlas Launch
  Jun ?? - NOAA-I Atlas Launch
  Jun ?? - First Test Flight of the Delta Clipper (DC-X), Unmanned
  Jun ?? - Hispasat 1B & Insat 2B Ariane Launch
  Jun 04 - Lunar Eclipse, Visible from North America
  Jun 14 - Sakigake, 2nd Earth Flyby (Japan)
  Jun 22 - 15th Anniversary of Charon Discovery (Pluto's Moon) by Christy
  Jun 30 - STS-51, Discovery, Advanced Communications Technology Satellite

July 1993
  Jul ?? - MSTI-II Scout Launch
  Jul ?? - Galaxy 4 Ariane Launch
  Jul 01 - Soyuz Launch (Soviet)
  Jul 08 - Soyuz Launch (Soviet)
  Jul 14 - Soyuz TM-16 Landing (Soviet)
* Jul 20-21 - Iapetus/Saturn Eclipse
  Jul 21 - Soyuz TM-17 Landing (Soviet)
  Jul 28 - S. Delta Aquarid Meteor Shower (Maximum: 19:00 UT,
           Solar Longitude 125.8 degrees)
  Jul 29 - NASA's 35th Birthday

August 1993
  Aug ?? - ETS-VI (Engineering Test Satellite) H2 Launch (Japan)
  Aug ?? - GEOS-J Launch
  Aug ?? - Landsat 6 Launch
  Aug ?? - ORBCOM FDM Pegasus Launch
* Aug 08 - 15th Anniversary, Pioneer Venus 2 Launch (Atmospheric Probes)
  Aug 09 - Mars Observer, 4th Trajectory Correction Maneuver (TCM-4)
  Aug 12 - N. Delta Aquarids Meteor Shower (Maximum: 07:00 UT,
           Solar Longitude 139.7 degrees)
  Aug 12 - Perseid Meteor Shower (Maximum: 15:00 UT,
           Solar Longitude 140.1 degrees)
  Aug 24 - Mars Observer, Mars Orbit Insertion (MOI)
  Aug 25 - STS-58, Columbia, Spacelab Life Sciences (SLS-2)
  Aug 28 - Galileo, Asteroid Ida Flyby

September 1993
  Sep ?? - SPOT-3 Ariane Launch
  Sep ?? - Tubsat Launch
  Sep ?? - Seastar Pegasus Launch

October 1993
  Oct ?? - Intelsat 7 F1 Ariane Launch
  Oct ?? - SLV-1 Pegasus Launch
  Oct ?? - Telstar 4 Atlas Launch
  Oct 01 - SeaWIFS Launch
  Oct 22 - Orionid Meteor Shower (Maximum: 00:00 UT, Solar Longitude
           208.7 degrees)

November 1993
  Nov ?? - Solidaridad/MOP-3 Ariane Launch
  Nov 03 - 20th Anniversary, Mariner 10 Launch (Mercury & Venus Flyby Mission)
  Nov 03 - S. Taurid Meteor Shower
  Nov 04 - Galileo Exits Asteroid Belt
  Nov 06 - Mercury Transits Across the Sun, Visible from Asia, Australia, and
           the South Pacific
* Nov 08 - Mars Observer, Mapping Orbit Established
  Nov 10 - STS-60, Discovery, SPACEHAB-2
  Nov 13 - Partial Solar Eclipse, Visible from Southern Hemisphere
  Nov 15 - Wilhelm Herschel's 255th Birthday
  Nov 17 - Leonids Meteor Shower (Maximum: 13:00 UT, Solar Longitude
           235.3 degrees)
* Nov 22 - Mars Observer, Mapping Begins
  Nov 28-29 - Total Lunar Eclipse, Visible from North America & South America

December 1993
  Dec ?? - GOES-I Atlas Launch
  Dec ?? - NATO 4B Delta Launch
  Dec ?? - TOMS Pegasus Launch
  Dec ?? - DirectTv 1 & Thiacom 1 Ariane Launch
  Dec ?? - ISTP Wind Delta-2 Launch
  Dec ?? - STEP-2 Pegasus Launch
* Dec ?? - Soyuz TM-18 Launch (Soviet)
  Dec 02 - STS-61, Endeavour, Hubble Space Telescope Repair
  Dec 04 - SPEKTR-R Launch (Soviet)
* Dec 05 - 20th Anniversary, Pioneer 10 Jupiter Flyby
  Dec 08 - Mars Observer, Mars Equinox
  Dec 14 - Geminids Meteor Shower (Maximum: 00:00 UT,
           Solar Longitude 262.1 degrees)
  Dec 20 - Mars Observer, Solar Conjunction Begins
  Dec 23 - Ursids Meteor Shower (Maximum: 01:00 UT,
           Solar Longitude 271.3 degrees)

January 1994
  Jan 03 - Mars Observer, End of Solar Conjunction
  Jan 24 - Clementine Titan IIG Launch (Lunar Orbiter, Asteroid Flyby Mission)

February 1994
  Feb ?? - SFU Launch
  Feb ?? - GMS-5 Launch
  Feb 05 - 20th Anniversary, Mariner 10 Venus Flyby
  Feb 08 - STS-62, Columbia, U.S. Microgravity Payload (USMP-2)
  Feb 15 - Galileo's 430th Birthday
  Feb 21 - Clementine, Lunar Orbit Insertion
  Feb 25 - 25th Anniversary, Mariner 6 Launch (Mars Flyby Mission)

March 1994
  Mar ?? - TC-2C Launch
  Mar 05 - 15th Anniversary, Voyager 1 Jupiter flyby
  Mar 14 - Albert Einstein's 115th Birthday
  Mar 27 - 25th Anniversary, Mariner 7 Launch (Mars Flyby Mission)
  Mar 29 - 20th Anniversary, Mariner 10, 1st Mercury Flyby
* Mar 31 - Galaxy 1R Delta 2 Launch",space calendar update monthly late copy available amesarcnasagov pubspacefaq please send update correction ron baalke baalkekelvinjplnasagov note launch date subject change follow person make contribution month calendar dennis newkirk soyuz tm18 launch date dec 1993 space calendar april 27 1993 indicate change last month calendar april 1993 apr 29 astra 1c ariane launch may 1993 may advanced photovoltaic electronic experiment apex pegasus launch may radcal scout launch may gpspmq delta ii launch may commercial experiment transporter comet conestoga launch may 01 astronomy day may 012 iapetussaturn eclipse may 04 galileo enter asteroid belt may 04 eta aquarid meteor shower maximum 2100 ut solar lon 445 deg may 13 air force titan 4 launch may 18 sts57 endeavour european retrievable carrier eureca1r may 20 15th anniversary pioneer venus orbiter launch may 21 partial solar eclipse visible north america northern europe may 25 magellan aerobraking begin june 1993 jun temisat meteor 2 launch jun uhf2 atlas launch jun noaai atlas launch jun first test flight delta clipper dcx unmanned jun hispasat 1b insat 2b ariane launch jun 04 lunar eclipse visible north america jun 14 sakigake 2nd earth flyby japan jun 22 15th anniversary charon discovery pluto moon christy jun 30 sts51 discovery advanced communication technology satellite july 1993 jul mstiii scout launch jul galaxy 4 ariane launch jul 01 soyuz launch soviet jul 08 soyuz launch soviet jul 14 soyuz tm16 land soviet jul 2021 iapetussaturn eclipse jul 21 soyuz tm17 land soviet jul 28 delta aquarid meteor shower maximum 1900 ut solar longitude 1258 degree jul 29 nasa 35th birthday august 1993 aug etsvi engineering test satellite h2 launch japan aug geosj launch aug landsat 6 launch aug orbcom fdm pegasus launch aug 08 15th anniversary pioneer venus 2 launch atmospheric probe aug 09 mar observer 4th trajectory correction maneuver tcm4 aug 12 n delta aquarid meteor shower maximum 0700 ut solar longitude 1397 degree aug 12 perseid meteor shower maximum 1500 ut solar longitude 1401 degree aug 24 mar observer mar orbit insertion moi aug 25 sts58 columbia spacelab life science sls2 aug 28 galileo asteroid ida flyby september 1993 sep spot3 ariane launch sep tubsat launch sep seastar pegasus launch october 1993 oct intelsat 7 f1 ariane launch oct slv1 pegasus launch oct telstar 4 atlas launch oct 01 seawif launch oct 22 orionid meteor shower maximum 0000 ut solar longitude 2087 degree november 1993 nov solidaridadmop3 ariane launch nov 03 20th anniversary mariner 10 launch mercury venus flyby mission nov 03 taurid meteor shower nov 04 galileo exit asteroid belt nov 06 mercury transit across sun visible asia australia south pacific nov 08 mar observer mapping orbit establish nov 10 sts60 discovery spacehab2 nov 13 partial solar eclipse visible southern hemisphere nov 15 wilhelm herschel 255th birthday nov 17 leonid meteor shower maximum 1300 ut solar longitude 2353 degree nov 22 mar observer mapping begin nov 2829 total lunar eclipse visible north america south america december 1993 dec goesi atlas launch dec nato 4b delta launch dec tom pegasus launch dec directtv 1 thiacom 1 ariane launch dec istp wind delta2 launch dec step2 pegasus launch dec soyuz tm18 launch soviet dec 02 sts61 endeavour hubble space telescope repair dec 04 spektrr launch soviet dec 05 20th anniversary pioneer 10 jupiter flyby dec 08 mar observer mar equinox dec 14 geminid meteor shower maximum 0000 ut solar longitude 2621 degree dec 20 mar observer solar conjunction begin dec 23 ursid meteor shower maximum 0100 ut solar longitude 2713 degree january 1994 jan 03 mar observer end solar conjunction jan 24 clementine titan iig launch lunar orbiter asteroid flyby mission february 1994 feb sfu launch feb gms5 launch feb 05 20th anniversary mariner 10 venus flyby feb 08 sts62 columbia we microgravity payload usmp2 feb 15 galileo 430th birthday feb 21 clementine lunar orbit insertion feb 25 25th anniversary mariner 6 launch mar flyby mission march 1994 mar tc2c launch mar 05 15th anniversary voyager 1 jupiter flyby mar 14 albert einstein 115th birthday mar 27 25th anniversary mariner 7 launch mar flyby mission mar 29 20th anniversary mariner 10 1st mercury flyby mar 31 galaxy 1r delta 2 launch,2,sci.space
"
When I needed heated grips I made them from pieces of an old bicycle
inner tube and a cheap electric heating pad from the drugstore, on top
of foam grips: soft *and* warm.  Cheaper by about a factor of 5, too.",need heated grip make piece old bicycle inner tube cheap electric heating pad drugstore top foam grip soft warm cheap factor 5,1,rec.motorcycles
"


I am one of those middle-of-the-road GW2000 owners who is satisfied with
my system. I had my share of problems/corrections/phone conversations/etc. I'm
satisfied on what I got for my money.

Stephen R. Husak ",one middleoftheroad gw2000 owner satisfied system share problemscorrectionsphone conversationsetc satisfied get money stephen r husak,0,comp.sys.ibm.pc.hardware
"


I know this is kinda off the subject of sci.space, but not really, I want to
answer this for their, as well as everyone else's information.  What these
people are proposing, by and large already exists and can be purchased today.

It is called labview by National Instruments.  IT is a wonderful object
oriented graphical programming language.  IT has been implemented on
both Mac's PC's and VME unix boxes.  IT is fare superior to any programming
approach that I have ever seen and allowed us to decrease the software
development time for our shuttle payloads by 90 percent.  This program is
not dependendant on specific hardware and already has exensive analysis 
capability.

Why re-invent the wheel on a platform that may not exist? It is a great
idea but look out there at what is available today.  The Hydrogen leak on
the Shuttle was found using this software. All SSME control and simulation
studies, along with the real testing at MSFC is handled with LabVIEW.  There
are tons of applications, with the ability to create ""virtual"" instruments
that can accomplish any specific custom task the maker desires.  With the
addition of IEEE-488 support, the computer becomes a virtual control station,
allowing the graphic representation of remote instrumentation. With serial
I/O support that instrument can be anywhere.  The ground control software
for the main control of SEDSAT 1 will utilize this approach.",know kinda subject scispace not really want answer well everyone else information people propose large already exist purchase today call labview national instrument wonderful object orient graphical programming language implement mac pc vme unix box fare superior programming approach ever see allow we decrease software development time shuttle payload 90 percent program not dependendant specific hardware already exensive analysis capability reinvent wheel platform may not exist great idea look available today hydrogen leak shuttle find use software ssme control simulation study along real testing msfc handle labview ton application ability create virtual instrument accomplish specific custom task maker desire addition ieee488 support computer become virtual control station allow graphic representation remote instrumentation serial io support instrument anywhere ground control software main control sedsat 1 utilize approach,2,sci.space
"





I note that you make no such case as you claim can be 'even more
easily made'.  Yes, the argument can (and has) been made that current
government policy creates even larger market barriers than there were
in the first place, but there is no such term as 'government failure',
since the government can change policies whenever it pleases.  The
market doesn't do that and is governed by (relatively) well-understood
forces.  This libertopican bilge about 'moral arguments' about
taxation, etc., is, at bottom, so much simplistic economic thinking.
It can only be 'justified' by cliche derision of anyone who knows more
about economics than the libertopian -- which is what invariably
happens.  Tripe a la Tommy, the new libertopian dish.



Wherever do you get this inflated idea of your own importance?

-- 
""Insisting on perfect safety is for people who don't have the balls to live
 in the real world.""   -- Mary Shafer, NASA Ames Dryden",note make case claim even easily make yes argument make current government policy create even large market barrier first place term government failure since government change policy whenever please market not govern relatively wellunderstood force libertopican bilge amoral argument taxation etc bottom much simplistic economic thinking justify cliche derision anyone know economic libertopian invariably happen tripe la tommy new libertopian dish wherever get inflated idea importance insist perfect safety people not ball live real world mary shafer nasa ame dryden,2,sci.space
"
Seems like a lot of trouble to go to. Its probably better to   
invest in newer launch systems. I don't think a big cost advantage
for using Russian systems will last for very long (maybe a few years). 
Lockheed would be the place to ask, since you would probably have to buy 
the Proton from them (they market the Proton world wide except Russia). 
They should know a lot about the possibilities, I haven't heard them
propose US launches, so I assume they looked into it and found it 
unprofitable. 


Yes...


Comparable to the Zenit I suppose, but since it looks like
nothing will be built there, you might just as well pick any
spot.

The message is: to launch now while its cheap and while Russia and
Kazakstan are still cooperating. Later, the story may be different.",seem like lot trouble go probably well invest new launch system not think big cost advantage use russian system last long maybe year lockheed would place ask since would probably buy proton market proton world wide except russia know lot possibility not hear propose we launch assume looked find unprofitable yes comparable zenit suppose since look like nothing build might well pick spot message launch cheap russia kazakstan still cooperate late story may different,2,sci.space
